paper_id,title,authors,year,venue,url,doi,arxiv_id,pdf_url,code_url,code_available,capability_level,topic_track,inclusion_tier,medical_modality,clinical_area,state_representation,action_or_intervention,transition_model,outcome_or_reward,validation_level,description
MWM0240,HieraSurg: Hierarchy-Aware Diffusion Model for Surgical Video Generation,Diego Biagini; Nassir Navab; Azade Farshad,2025,arXiv,https://arxiv.org/abs/2506.21287,,2506.21287,,,unknown,L2 action-conditioned simulation,T6_surgical_robotic_physiology_world_model,near_core,,,,yes,,,not_reported,A two-stage hierarchy-aware diffusion model predicting semantic segmentation changes then rendering surgical video conditioned on actions.
MWM0241,Towards Suturing World Models: Learning Predictive Models for Robotic Surgical Tasks,Mehmet Kerem Turkcan; Mattia Ballo; Filippo Filicori; Zoran Kostic,2025,arXiv,https://arxiv.org/abs/2503.12531,,2503.12531,,,unknown,L2 action-conditioned simulation,T6_surgical_robotic_physiology_world_model,near_core,,,,yes,,,not_reported,Diffusion-based generative world models capturing fine-grained robotic sub-stitch suturing dynamics.
MWM0242,ORBIT-Surgical: An Open-Simulation Framework for Learning Surgical Augmented Dexterity,Qinxi Yu; Masoud Moghani; Karthik Dharmarajan; Vincent Schorp; William Chung-Ho Panitch; Jingzhou Liu; Kush Hari; Huang Huang; Mayank Mittal; Ken Goldberg; Animesh Garg,2024,ICRA,https://arxiv.org/abs/2404.16027,,2404.16027,,,unknown,L4 planning/control,T6_surgical_robotic_physiology_world_model,near_core,,,,yes,,,not_reported,A physics-based GPU-parallelized da Vinci simulation framework with 14 tasks for training RL and imitation policies with sim-to-real transfer.
MWM0243,Surgical Robot Transformer (SRT): Imitation Learning for Surgical Tasks,Ji Woong Kim; Tony Z. Zhao; Samuel Schmidgall; Anton Deguet; Marin Kobilarov; Chelsea Finn; Axel Krieger,2024,CoRL,https://arxiv.org/abs/2407.12998,,2407.12998,,,unknown,L4 planning/control,T6_surgical_robotic_physiology_world_model,near_core,,,,yes,,,not_reported,"An imitation-learning transformer policy autonomously performing tissue manipulation, needle handling, and knot-tying on the da Vinci."
MWM0244,Goal-conditioned reinforcement learning for ultrasound navigation guidance,Abdoul Aziz Amadou; Vivek Singh; Florin C. Ghesu; Young-Ho Kim; Laura Stanciulescu; Harshitha P. Sai; Puneet Sharma; Alistair Young; Ronak Rajani; Kawal Rhode,2024,MICCAI,https://arxiv.org/abs/2405.01409,,2405.01409,,,unknown,L4 planning/control,T6_surgical_robotic_physiology_world_model,near_core,,,,yes,,,not_reported,Contrastive goal-conditioned RL guiding transesophageal echocardiography probe motion toward standard and interventional views.
MWM0245,Endora: Video Generation Models as Endoscopy Simulators,Chenxin Li; Hengyu Liu; Yifan Liu; Brandon Y. Feng; Wuyang Li; Xinyu Liu; Zhen Chen; Jing Shao; Yixuan Yuan,2024,MICCAI,https://arxiv.org/abs/2403.11050,,2403.11050,,https://github.com/CUHK-AIM-Group/Endora,yes,L1 future prediction,T6_surgical_robotic_physiology_world_model,near_core,,,,no_or_not_explicit,,,not_reported,A spatial-temporal video transformer with 2D foundation-model priors generating realistic endoscopy videos as a scene simulator.
MWM0246,ECHOPulse: ECG Controlled Echocardiograms Video Generation,Yiwei Li; Sekeun Kim; Zihao Wu; Hanqi Jiang; Yi Pan; Pengfei Jin; Sifan Song; Yucheng Shi; Tianming Liu; Quanzheng Li; Xiang Li,2024,arXiv,https://arxiv.org/abs/2410.03143,,2410.03143,,https://github.com/levyisthebest/ECHOPulse_Prelease,yes,L2 action-conditioned simulation,T6_surgical_robotic_physiology_world_model,near_core,,,,yes,,,not_reported,Generates echocardiogram videos conditioned on ECG signals using VQ-VAE tokenization for fast decoding.
MWM0247,Explainable and Controllable Motion Curve Guided Cardiac Ultrasound Video Generation,Junxuan Yu; Rusi Chen; Yongsong Zhou; Yanlin Chen; Yaofei Duan; Yuhao Huang; Han Zhou; Tan Tao; Xin Yang; Dong Ni,2024,MICCAI,https://arxiv.org/abs/2407.21490,,2407.21490,,https://github.com/mlmi-2024-72/ECM,yes,L2 action-conditioned simulation,T6_surgical_robotic_physiology_world_model,near_core,,,,yes,,,not_reported,Synthesizes controllable echocardiography videos guided by physician-specified cardiac-structure motion curves.
MWM0248,Simulator and Experience Enhanced Diffusion Model for Comprehensive ECG Generation,Xiaoda Wang; Kaiqiao Han; Yuhao Xu; Xiao Luo; Yizhou Sun; Wei Wang; Carl Yang,2025,arXiv,https://arxiv.org/abs/2511.09895,,2511.09895,,,unknown,L2 action-conditioned simulation,T6_surgical_robotic_physiology_world_model,near_core,,,,yes,,,not_reported,Integrates an ODE-based cardiac simulator and clinical-knowledge retrieval into a diffusion model for physiologically plausible text-to-ECG generation.
MWM0249,Accurate and Efficient Cardiac Digital Twin from Surface ECGs: Identifiability of Ventricular Conduction System,Thomas Grandits; Jan Verhülsdonk; Gundolf Haase; Alexander Effland; Simone Pezzuto,2025,arXiv,https://arxiv.org/abs/2411.00165,,2411.00165,,,unknown,L3 counterfactual reasoning,T6_surgical_robotic_physiology_world_model,near_core,,,,yes,,,not_reported,Fits a physiologically grounded cardiac propagation digital twin to surface ECGs to reconstruct ventricular activation.
MWM0250,Autoregressive deep learning for real-time simulation of soft tissue dynamics during virtual neurosurgery,Fabian Greifeneder; Wolfgang Fenz; Benedikt Alkin; Johannes Brandstetter; Michael Giretzlehner; Philipp Moser,2026,arXiv,https://arxiv.org/abs/2601.13676,,2601.13676,,,unknown,L2 action-conditioned simulation,T6_surgical_robotic_physiology_world_model,near_core,,,,yes,,,not_reported,An autoregressive Universal-Physics-Transformer surrogate simulating instrument-induced brain tissue deformation in real time.
MWM0251,Graph Deep Learning for Intracranial Aneurysm Blood Flow Simulation and Risk Assessment,Chenxi Zhao; Yidan Xu; Tianbing Wang; Heye Zhang; Zhifan Gao,2025,arXiv,https://arxiv.org/abs/2512.09013,,2512.09013,,,unknown,L1 future prediction,T6_surgical_robotic_physiology_world_model,near_core,,,,no_or_not_explicit,,,not_reported,A graph-neural-network hemodynamic surrogate predicting intracranial aneurysm blood flow within 5% of CFD for risk stratification.
